county,fips,Booker,Buttigieg,Castro,Delaney,Gabbard,Gillibrand,Harris,Hickenlooper,Inslee,Klobuchar,Messam,O'Rourke,Sanders,Trump,Warren,Williamson,Yang
LYON,19119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617.5,NA,NA,NA
LYON,20111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1338.75,NA,NA,NA
LYON,21143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,NA,NA,NA
LYON,27083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394.95,NA,NA,NA
LYON,32019,NA,NA,NA,NA,NA,NA,230.79,NA,NA,NA,NA,NA,771,13871.19,NA,NA,NA
MACOMB,26099,NA,NA,NA,NA,360,NA,750,NA,NA,NA,NA,784.74,3071.7,86767.47,1393,800,10
MACON,01087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.84000000000003,NA,NA,NA
MACON,13193,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,11
MACON,17115,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,7231.21,NA,NA,NA
MACON,29121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,NA,NA,NA
MACON,37113,NA,NA,NA,NA,300,NA,NA,NA,NA,450,NA,NA,1000,6895.639999999999,NA,NA,NA
MACOUPIN,17117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3157.75,NA,NA,NA
MADERA,06039,NA,NA,NA,NA,NA,NA,8625,NA,NA,NA,NA,NA,227,9450.53,NA,NA,NA
MADISON,01089,NA,NA,NA,NA,275,NA,1250,NA,NA,NA,NA,NA,1111,41513.22,300,NA,270
MADISON,05087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA
MADISON,12079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,895,NA,NA,NA
MADISON,13195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4147.04,NA,NA,NA
MADISON,16065,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187.75,NA,NA,NA
MADISON,17119,250,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,2800,325,18245.62,475,NA,1
MADISON,18095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,3969.18,NA,NA,NA
MADISON,19121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,362.63,NA,NA,1
MADISON,21151,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,4644.32,600,NA,NA
MADISON,22065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184.62,NA,NA,NA
MADISON,28089,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24405.670000000002,NA,NA,NA
MADISON,29123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.9,NA,NA,10
MADISON,30057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.25,NA,NA,NA
MADISON,31119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.5,NA,NA,NA
MADISON,36053,NA,NA,NA,NA,NA,NA,725,NA,NA,NA,NA,NA,404,2799.66,350,NA,NA
MADISON,37115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,330.61,NA,NA,NA
MADISON,39097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6986.8,NA,NA,NA
MADISON,47113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5994.8,NA,NA,NA
MADISON,48313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4446.889999999999,NA,NA,NA
MADISON,51113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4363.79,NA,NA,NA
MAGOFFIN,21153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA
MAHASKA,19123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,1002.52,NA,NA,NA
MAHNOMEN,27087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.72,NA,NA,NA
MAHONING,39099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,18344.24,404.85,NA,20
MALHEUR,41045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1367.5,NA,NA,NA
MANASSAS CITY,51683,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,309,1465.36,NA,NA,NA
MANATEE,12081,1660,1800,NA,500,2000,NA,4050,NA,500,4040,NA,2090,637,90454.79,1328.1,2975,31
MANISTEE,26101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2371.65,220,NA,NA
MANITOWOC,55071,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,650,2592.7,NA,NA,NA
MARATHON,55073,NA,250,NA,NA,250,NA,NA,NA,NA,250,NA,289.19,40,22260.93,225,NA,3113.05
MARENGO,01091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA
MARICOPA,04013,6033.51,10282,NA,805,3900,1240,9001.61,4800,500,12780,550,9054.89,19214.05,720453.11,8495.28,8750,1570.35
MARIES,29125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690.59,NA,NA,NA
MARIN,06041,75074.63,27425,8550,3800,610,15570,143430.8,11610,5100,32587.82,NA,20230.27,21200.57,55688.6,23141,15455,5648
MARINETTE,55075,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,147,735.12,NA,NA,NA
MARION,01093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA
MARION,05089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.25,NA,NA,NA
MARION,12083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,51824.88,NA,NA,10
MARION,13197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
MARION,17121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922.73,NA,NA,NA
MARION,18097,5399.98,82064.62,1245,NA,500,NA,4181.89,NA,250,565,NA,1321,3365.5,78009.08,1435,1000,365.75
MARION,19125,NA,NA,NA,NA,NA,NA,2000,NA,NA,1000,NA,NA,1000,1753.5,NA,NA,NA
MARION,20115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2901.25,NA,NA,NA
MARION,21155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.73,NA,NA,NA
MARION,28091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.5,NA,NA,NA
MARION,29127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069.35,NA,NA,NA
MARION,39101,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.75,NA,250,NA,3539.49,NA,NA,NA
MARION,41047,NA,950,NA,NA,NA,NA,250,NA,NA,525,NA,NA,1758,19443.07,1555.75,NA,89
MARION,45067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA
MARION,47115,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,606.25,NA,NA,NA
MARION,48315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1169.25,NA,NA,NA
MARION,54049,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,101,1954.92,NA,NA,NA
MARIPOSA,06043,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,156,2244.75,NA,NA,NA
MARLBORO,45069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.5,NA,NA,NA
MARQUETTE,26103,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,1675,347,1957.57,NA,NA,3
MARQUETTE,55077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.75,NA,NA,NA
MARSHALL,01095,NA,NA,NA,NA,NA,NA,256.38,NA,NA,NA,NA,545.42,NA,4740.16,NA,NA,NA
MARSHALL,18099,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6973.76,NA,NA,NA
MARSHALL,19127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1788.23,NA,NA,NA
MARSHALL,20117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,NA,NA
MARSHALL,21157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430.79,NA,NA,NA
MARSHALL,27089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.21,NA,NA,NA
MARSHALL,28093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1824.71,NA,NA,NA
MARSHALL,40095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880.63,NA,NA,NA
MARSHALL,46091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.94,NA,NA,NA
MARSHALL,47117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062.04,NA,NA,NA
MARSHALL,54051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1563.4,NA,NA,NA
MARTIN,12085,1000,250,NA,NA,NA,NA,1950,NA,NA,2025,NA,1000,500,106725.87,NA,NA,NA
MARTIN,18101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.9,NA,NA,NA
MARTIN,21159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,NA,NA,NA
MARTIN,27091,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,220,NA,4406.25,NA,NA,NA
MARTIN,37117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262.5,NA,NA,NA
MARTIN,48317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6438.75,NA,NA,NA
MARTINSVILLE CITY,51690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2270.01,NA,NA,NA
MASON,17125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.31,NA,NA,NA
MASON,21161,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,2822.13,NA,NA,NA
MASON,26105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1729.22,NA,NA,NA
MASON,48319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,27,701.92,NA,NA,NA
MASON,53045,50,NA,NA,NA,NA,NA,NA,NA,1250,NA,NA,NA,1074,5472.09,NA,NA,NA
MASON,54053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,NA,NA
MASSAC,17127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.89,NA,NA,NA
MATAGORDA,48321,NA,NA,NA,NA,NA,NA,688.32,NA,NA,415.13,NA,1135,NA,4316.82,NA,NA,NA
MATANUSKA SUSITNA,02170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,21593.260000000002,300,NA,NA
MATHEWS,51115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.21,NA,NA,NA
MAUI,15009,100,5400,NA,NA,6114.86,225,1200,NA,1106.85,NA,NA,1100,6196.36,11991.08,1830,4826,40
MAURY,47119,NA,250,NA,NA,NA,NA,NA,NA,NA,250,NA,452.78999999999996,115,7866.75,NA,NA,NA
MAVERICK,48323,NA,NA,1194.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.5,NA,NA,NA
MAYAGUEZ,72097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.98,NA,NA,NA,NA,NA
MAYES,40097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5170.3,NA,NA,NA
MCCLAIN,40087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,95.14,5398.4400000000005,NA,NA,NA
MCCONE,30055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2258,NA,NA,NA
MCCOOK,46087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
MCCORMICK,45065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,2438.25,NA,NA,NA
MCCRACKEN,21145,NA,250,NA,NA,NA,NA,448.72,NA,NA,NA,NA,NA,NA,5344.07,NA,1129.33,NA
MCCULLOCH,48307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,NA,1643.25,NA,NA,NA
MCCURTAIN,40089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,4018.75,NA,NA,NA
MCDONALD,29119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,1177.4,NA,NA,NA
MCDONOUGH,17109,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,1629.23,NA,NA,NA
MCDOWELL,37111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3129.58,NA,NA,NA
MCDOWELL,54047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA
MCDUFFIE,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.47,NA,NA,NA
MCHENRY,17111,NA,925,NA,NA,474.97,NA,1541,NA,NA,225,NA,1095,1887.5,32669.45,643.5,NA,51
MCHENRY,38049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA
MCINTOSH,13191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302.71,NA,NA,NA
MCINTOSH,38051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA
MCINTOSH,40091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958,NA,NA,NA
MCKEAN,42083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704.67,500,NA,NA
MCKENZIE,38053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,4253.85,NA,NA,NA
MCKINLEY,35031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1355.9,NA,275,NA
MCLEAN,17113,NA,100,NA,NA,NA,NA,460,NA,NA,550,NA,NA,2964,10042.01,250,NA,NA
MCLEAN,21149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA
MCLEAN,38055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.5,NA,NA,NA
MCLENNAN,48309,NA,NA,5500,NA,251,NA,NA,NA,NA,NA,NA,10082.55,314,30746.25,NA,NA,305.29
MCLEOD,27085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3246.7,NA,NA,1
MCMINN,47107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1175.93,NA,NA,NA
MCMULLEN,48311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3075,NA,NA,NA
MCNAIRY,47109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036.87,NA,NA,NA
MCPHERSON,20113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1621.03,NA,NA,NA
MCPHERSON,46089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.25,NA,NA,NA
MEADE,21163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974.1,NA,NA,NA
MEADE,46093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,1588.75,NA,NA,NA
MEAGHER,30059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,NA,NA
MECKLENBURG,37119,3530.52,6235,NA,39325,500,2400,4848.71,NA,NA,2050,NA,4080.92,3134.14,216650.05000000002,1985,6656,1740.54
MECKLENBURG,51117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.75,NA,NA,NA
MECOSTA,26107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848.15,NA,NA,NA
MEDINA,39103,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,490,23421.05,346.2,NA,NA
MEDINA,48325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,5120.85,NA,NA,NA
MEEKER,27093,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,1545.5,NA,NA,NA
MEIGS,39105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.13,NA,NA,NA
MEIGS,47121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,373,NA,NA,NA
MENARD,17129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.07999999999998,NA,NA,NA
MENARD,48327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.5,NA,NA,NA
MENDOCINO,06045,NA,NA,NA,NA,NA,NA,3739.14,NA,NA,3100,NA,1270,8424,15062.94,1305.2,NA,4
MENIFEE,21165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA
MENOMINEE,26109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,682.97,NA,NA,NA
MERCED,06047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.99,13328.46,319.63,NA,NA
MERCER,17131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.5,NA,NA,NA
MERCER,21167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.75,NA,NA,NA
MERCER,29129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA
MERCER,34021,32913,9300,NA,5600,5825,250,13296.37,NA,250,5650,NA,3590.19,6699.5,33344.549999999996,2300,850,5903.5
MERCER,38057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2794.63,NA,NA,NA
MERCER,39107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2893.2400000000002,NA,NA,NA
MERCER,42085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,8275.3,NA,NA,20
MERCER,54055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1590.75,NA,NA,NA
MERIWETHER,13199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
MERRICK,31121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649.9,NA,NA,NA
MERRIMACK,33013,2700,6000,450,NA,NA,NA,705,5600,275,500,NA,3300,1318.1399999999999,11233.99,800,NA,4
MESA,08077,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,20937.96,250,NA,250
MIAMI,18103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,NA,NA,NA
MIAMI,20121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3477.11,NA,NA,NA
MIAMI,39109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6728.09,NA,NA,NA
MIAMI DADE,12086,22948,6450,NA,1000,1229.99,6100,150116.36000000002,3800,250,14405,5150,9002.8,12434.67,453438.67,3774.06,3245.65,4737.92
MIDDLESEX,09007,NA,NA,NA,NA,NA,250,571.88,8400,NA,NA,NA,1000,1315,24578.010000000002,1725,666,1039.3400000000001
MIDDLESEX,25017,4085,36260,2454.15,5650,22116.92,58191.95,93326.72,11200,6505.15,28041.75,NA,33129.94,62495.48,158803.14,197560.7,5150,9713.73
MIDDLESEX,34023,72010.14,NA,NA,NA,1000,250,8282.01,NA,NA,3301.98,NA,600,4826,86604.7,592,2800,937
MIDDLESEX,51119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058.5,NA,NA,NA
MIDLAND,26111,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8547.59,250,NA,23
MIDLAND,48329,NA,100,250,NA,5400,NA,560,NA,675.19,1600,NA,8370,124,106882.92,NA,NA,16
MIFFLIN,42087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,2862.5,NA,NA,NA
MILAM,48331,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,267,2034.22,1000,NA,500
MILLARD,49027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,NA,NA,NA
MILLE LACS,27095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572.93,NA,NA,NA
MILLER,05091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5795.14,NA,NA,NA
MILLER,29131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772.59,NA,NA,NA
MILLS,19129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.5,NA,NA,NA
MILLS,48333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.75,NA,NA,NA
MILWAUKEE,55079,250,1250,NA,NA,525,650,12348.75,NA,250,215.9,NA,1558.55,3201.48,176106.02,3136.9,NA,304
MINER,46097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.75,NA,NA,NA
MINERAL,08079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.61,NA,NA,NA
MINERAL,30061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.25,NA,250,NA
MINERAL,54057,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,868.97,NA,NA,NA
MINGO,54059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,2346,NA,NA,NA
MINIDOKA,16067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320.4,NA,NA,40
MINNEHAHA,46099,NA,250,NA,NA,NA,NA,392,NA,NA,1045,NA,NA,170,21866.73,544.06,NA,90
MISSISSIPPI,05093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840.7,NA,NA,NA
MISSISSIPPI,29133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.5,NA,NA,NA
MISSOULA,30063,NA,NA,NA,NA,NA,NA,1026,NA,NA,1574.98,NA,250,1083.3,16880.23,250,NA,32
MITCHELL,13205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2062.27,NA,NA,NA
MITCHELL,19131,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
MITCHELL,20123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.5,NA,NA,NA
MITCHELL,37121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.75,NA,NA,NA
MITCHELL,48335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA
MOBILE,01097,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,228,29272.84,NA,NA,572
MODOC,06049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA
MOFFAT,08081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136.7,NA,NA,NA
MOHAVE,04015,NA,350,NA,NA,NA,NA,250,NA,NA,NA,NA,250,400,33254.7,NA,NA,NA
MONITEAU,29135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.5,NA,NA,NA
MONMOUTH,34025,160602.2,6100,NA,NA,250,250,2000,NA,NA,725,NA,2905.4,2887.99,119553.47,2320,1100,263
MONO,06051,NA,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,500,300,NA,250,NA
MONONA,19133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.5,NA,NA,NA
MONONGALIA,54061,NA,NA,NA,500,NA,NA,1216,NA,NA,250,NA,NA,1500,9021.34,NA,NA,21
MONROE,01099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA
MONROE,05095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
MONROE,12087,NA,600,NA,NA,NA,4476,2100,NA,NA,NA,NA,1000,1418,57369.729999999996,345,NA,NA
MONROE,13207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5586.04,NA,NA,NA
MONROE,17133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4166.16,NA,NA,NA
MONROE,18105,NA,5250,286.74,500,NA,NA,800,5600,NA,750,NA,NA,1380,8414.869999999999,628.9200000000001,NA,5
MONROE,26115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,7433.129999999999,250,NA,NA
MONROE,28095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3738.73,NA,314,NA
MONROE,29137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
MONROE,36055,291,2075,NA,NA,500,NA,1204.71,NA,NA,NA,NA,300.4,7574.05,39040.51,4018.85,NA,3363.21
MONROE,39111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6205,NA,NA,NA
MONROE,42089,NA,250,NA,NA,NA,NA,NA,2825,NA,250,NA,NA,500,17756.6,541.07,NA,NA
MONROE,47123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085.5,NA,NA,NA
MONROE,54063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.81,NA,NA,10
MONROE,55081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,1250.62,NA,NA,NA
MONTAGUE,48337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2314.82,NA,NA,NA
MONTCALM,26117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,3411.25,NA,NA,NA
MONTEREY,06053,NA,250,NA,NA,380,NA,6506,NA,750,900,NA,7175,8555.3,37362.98,2200,9440,758
MONTEZUMA,08083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5355.55,NA,NA,NA
MONTGOMERY,01101,250,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,504,34938.07,NA,NA,NA
MONTGOMERY,05097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.25,NA,NA,NA
