zipcode,city,state,state_fips,latitude,longitude,Booker,Buttigieg,Castro,Delaney,Gabbard,Gillibrand,Harris,Hickenlooper,Inslee,Klobuchar,Messam,O'Rourke,Ryan,Sanders,Trump,Warren,Williamson,Yang,county,county_fips
90712,LAKEWOOD,CA,06,33.845386,-118.146368,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,64,3361.88,NA,NA,NA,LOS ANGELES,037
90713,LAKEWOOD,CA,06,33.850506,-118.109299,NA,133.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,624.41,NA,NA,NA,LOS ANGELES,037
90714,LAKEWOOD,CA,06,33.8539,-118.1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,LOS ANGELES,037
90715,LAKEWOOD,CA,06,33.840564,-118.078756,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,LOS ANGELES,037
90716,HAWAIIAN GARDENS,CA,06,33.831326,-118.072919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,288.75,NA,NA,NA,LOS ANGELES,037
90717,LOMITA,CA,06,33.791307,-118.318634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,2397.61,400,NA,NA,LOS ANGELES,037
90720,LOS ALAMITOS,CA,06,33.797166,-118.062836,500,NA,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,172,7951.18,NA,NA,NA,ORANGE,059
90721,LOS ALAMITOS,CA,06,33.8032,-118.0714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.75,NA,NA,NA,ORANGE,059
90723,PARAMOUNT,CA,06,33.899133,-118.165187,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.06,NA,NA,NA,LOS ANGELES,037
90731,SAN PEDRO,CA,06,33.743297,-118.275432,NA,250,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,72,4271.44,1410,NA,50,LOS ANGELES,037
90732,SAN PEDRO,CA,06,33.74699,-118.314814,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,5466.5,400,NA,NA,LOS ANGELES,037
90734,SAN PEDRO,CA,06,33.7358,-118.2916,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOS ANGELES,037
90740,SEAL BEACH,CA,06,33.756867,-118.078642,NA,NA,NA,NA,NA,NA,2500,NA,NA,630,NA,NA,NA,50,19524.54,NA,NA,NA,ORANGE,059
90742,SUNSET BEACH,CA,06,33.717789,-118.071046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,ORANGE,059
90743,SURFSIDE,CA,06,33.728399,-118.085506,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956.94,NA,NA,NA,ORANGE,059
90744,WILMINGTON,CA,06,33.778916,-118.25927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942.75,NA,NA,NA,LOS ANGELES,037
90745,CARSON,CA,06,33.826185,-118.258874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.72,2942.07,NA,NA,NA,LOS ANGELES,037
90746,CARSON,CA,06,33.860848,-118.257065,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,100,NA,NA,NA,LOS ANGELES,037
90748,WILMINGTON,CA,06,33.78,-118.2619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,NA,NA,LOS ANGELES,037
90755,SIGNAL HILL,CA,06,33.80438,-118.167236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3614.25,275,NA,NA,LOS ANGELES,037
90801,LONG BEACH,CA,06,33.7668,-118.1886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.25,NA,NA,NA,LOS ANGELES,037
90802,LONG BEACH,CA,06,33.746545,-118.213256,NA,250,NA,NA,NA,NA,3525,NA,NA,NA,NA,NA,NA,270,1187.15,1000,NA,NA,LOS ANGELES,037
90803,LONG BEACH,CA,06,33.759576,-118.13021,2010,250,NA,NA,NA,NA,1935,NA,NA,NA,NA,210,NA,3587,15850.86,1200,NA,20,LOS ANGELES,037
90804,LONG BEACH,CA,06,33.786203,-118.145179,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,491.27,NA,NA,15,LOS ANGELES,037
90805,LONG BEACH,CA,06,33.862002,-118.1777,NA,NA,NA,NA,244.95,NA,1205,NA,NA,NA,NA,NA,NA,448,399.33,NA,NA,NA,LOS ANGELES,037
90806,LONG BEACH,CA,06,33.810948,-118.174942,NA,NA,NA,NA,NA,NA,1240,NA,NA,NA,NA,NA,NA,166,1120.57,1012.53,NA,NA,LOS ANGELES,037
90807,LONG BEACH,CA,06,33.830707,-118.175336,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,515,25,565,3182.75,NA,NA,NA,LOS ANGELES,037
90808,LONG BEACH,CA,06,33.828732,-118.110168,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2901,11019.53,252.3,NA,NA,LOS ANGELES,037
90809,LONG BEACH,CA,06,33.7668,-118.1886,NA,NA,NA,NA,NA,NA,489.2,NA,NA,NA,NA,NA,NA,NA,429,NA,NA,NA,LOS ANGELES,037
90810,LONG BEACH,CA,06,33.818316,-118.223102,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063.5,NA,NA,NA,LOS ANGELES,037
90813,LONG BEACH,CA,06,33.777769,-118.203827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.2,915.51,NA,NA,NA,LOS ANGELES,037
90814,LONG BEACH,CA,06,33.771097,-118.142338,NA,483.71000000000004,NA,NA,NA,NA,4500,NA,NA,NA,NA,400,NA,161,756.25,300,NA,NA,LOS ANGELES,037
90815,LONG BEACH,CA,06,33.793544,-118.114442,NA,NA,NA,NA,224,NA,1350,NA,NA,NA,NA,NA,NA,1012,10550.92,755,NA,1,LOS ANGELES,037
90840,LONG BEACH,CA,06,33.781929,-118.11567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,LOS ANGELES,037
90853,LONG BEACH,CA,06,33.7668,-118.1886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.94,NA,NA,NA,LOS ANGELES,037
91001,ALTADENA,CA,06,34.196307,-118.135582,250,500,NA,NA,NA,500,3950,500,250,NA,NA,NA,NA,4662,6447.88,NA,515,NA,LOS ANGELES,037
91006,ARCADIA,CA,06,34.134384,-118.032442,NA,NA,NA,NA,NA,NA,7800,NA,NA,NA,NA,NA,NA,176,6038.56,250,NA,50,LOS ANGELES,037
91007,ARCADIA,CA,06,34.125076,-118.049534,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,NA,10191.94,NA,NA,NA,LOS ANGELES,037
91008,DUARTE,CA,06,34.154308,-117.968588,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,NA,757.5,NA,NA,NA,LOS ANGELES,037
91010,DUARTE,CA,06,34.141507,-117.957065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710.15,NA,NA,NA,LOS ANGELES,037
91011,LA CANADA FLINTRIDGE,CA,06,34.229774,-118.097232,8200,2800,NA,NA,2000,NA,7850,NA,250,1270,NA,715,500,1437,8541.77,NA,NA,NA,LOS ANGELES,037
91016,MONROVIA,CA,06,34.153509,-117.974083,1100,36.61,NA,NA,NA,NA,500,NA,NA,NA,NA,1215,NA,718,4387.89,NA,NA,23,LOS ANGELES,037
91017,MONROVIA,CA,06,34.1482,-117.9983,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOS ANGELES,037
91020,MONTROSE,CA,06,34.21193,-118.230135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,177.75,NA,NA,NA,LOS ANGELES,037
91024,SIERRA MADRE,CA,06,34.168557,-118.047054,NA,200,NA,NA,NA,NA,3100,NA,NA,NA,NA,NA,NA,500,2852.81,NA,NA,33,LOS ANGELES,037
91025,SIERRA MADRE,CA,06,34.1618,-118.0518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,NA,LOS ANGELES,037
91030,SOUTH PASADENA,CA,06,34.113024,-118.156517,NA,250,NA,NA,NA,NA,3755,NA,NA,1000,NA,NA,NA,530,6571.87,2700,NA,55,LOS ANGELES,037
91031,SOUTH PASADENA,CA,06,34.1162,-118.1497,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.42,NA,NA,NA,LOS ANGELES,037
91040,SUNLAND,CA,06,34.285314,-118.314477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1780,NA,363,2655.58,NA,350,21,LOS ANGELES,037
91041,SUNLAND,CA,06,34.2666,-118.3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5,NA,NA,NA,LOS ANGELES,037
91042,TUJUNGA,CA,06,34.280082,-118.235202,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,7894.27,333,NA,NA,LOS ANGELES,037
91066,ARCADIA,CA,06,34.1398,-118.0346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,LOS ANGELES,037
91101,PASADENA,CA,06,34.146829,-118.138157,NA,534.04,NA,NA,205,NA,5531.97,NA,NA,5600,NA,NA,NA,583.9,8095.95,NA,NA,127.35,LOS ANGELES,037
91103,PASADENA,CA,06,34.167659,-118.169566,NA,2800,NA,NA,NA,1000,1000,NA,NA,250,NA,NA,NA,277,2817.33,1000,NA,NA,LOS ANGELES,037
91104,PASADENA,CA,06,34.169747,-118.122206,530,500,NA,NA,1250,NA,2050,NA,NA,NA,NA,1215,NA,728,2213.52,250,NA,NA,LOS ANGELES,037
91105,PASADENA,CA,06,34.144298,-118.168104,NA,950,NA,NA,1000,NA,1170,NA,NA,475,NA,400,NA,2319.9,2258.96,NA,NA,NA,LOS ANGELES,037
91106,PASADENA,CA,06,34.13791,-118.12945,NA,4050,250,500,NA,250,10050,NA,NA,NA,NA,NA,NA,NA,6178.29,NA,NA,NA,LOS ANGELES,037
91107,PASADENA,CA,06,34.162012,-118.08942,250,NA,NA,NA,275,NA,4450,NA,NA,NA,NA,350,NA,678,3638.41,500,NA,NA,LOS ANGELES,037
91108,SAN MARINO,CA,06,34.121189,-118.115064,250,2800,NA,NA,NA,NA,2914.1,NA,NA,NA,NA,NA,NA,250,34702.25,250,NA,NA,LOS ANGELES,037
91109,PASADENA,CA,06,34.1478,-118.1436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,LOS ANGELES,037
91118,SAN MARINO,CA,06,34.1478,-118.1436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.34000000000003,NA,NA,NA,LOS ANGELES,037
91201,GLENDALE,CA,06,34.171454,-118.291629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,817.25,NA,NA,NA,LOS ANGELES,037
91202,GLENDALE,CA,06,34.169903,-118.266327,NA,250,NA,NA,NA,NA,474.08000000000004,NA,NA,NA,NA,NA,NA,510.64,1229.36,NA,NA,25,LOS ANGELES,037
91203,GLENDALE,CA,06,34.152822,-118.265606,NA,250,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,181,2039.88,NA,NA,NA,LOS ANGELES,037
91204,GLENDALE,CA,06,34.132834,-118.261674,NA,NA,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,74,774.02,NA,NA,50,LOS ANGELES,037
91205,GLENDALE,CA,06,34.134615,-118.24156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1455.5,1475.8600000000001,NA,NA,LOS ANGELES,037
91206,GLENDALE,CA,06,34.166494,-118.218728,NA,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,401,625.94,NA,1600,NA,LOS ANGELES,037
91207,GLENDALE,CA,06,34.187878,-118.258915,NA,250,NA,NA,NA,NA,3800,NA,NA,NA,NA,NA,NA,527,6632.18,NA,NA,NA,LOS ANGELES,037
91208,GLENDALE,CA,06,34.193274,-118.249545,200,53,NA,NA,8110,NA,1000,NA,NA,NA,NA,215.27,NA,864,2657.93,NA,NA,NA,LOS ANGELES,037
91210,GLENDALE,CA,06,34.1445,-118.2567,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOS ANGELES,037
91214,LA CRESCENTA,CA,06,34.231248,-118.245509,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,3700,1244.26,250,NA,1,LOS ANGELES,037
91301,AGOURA HILLS,CA,06,34.143464,-118.763206,5700,3050,2800,NA,NA,500,3435,NA,NA,NA,NA,NA,NA,1698.2,6920.12,NA,NA,NA,LOS ANGELES,037
91302,CALABASAS,CA,06,34.121058,-118.664614,NA,1250,250,NA,NA,1000,12790,NA,NA,6950,NA,250,NA,523.9,5395.64,NA,500,NA,LOS ANGELES,037
91303,CANOGA PARK,CA,06,34.19738,-118.601551,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,267.59,250,NA,337.44,NA,NA,20,LOS ANGELES,037
91304,CANOGA PARK,CA,06,34.229635,-118.63071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.9,4589.51,NA,NA,NA,LOS ANGELES,037
91306,WINNETKA,CA,06,34.210587,-118.575386,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,1948.79,NA,NA,NA,LOS ANGELES,037
91307,WEST HILLS,CA,06,34.209405,-118.679858,5400,NA,NA,500,754.99,NA,3600,NA,NA,NA,NA,NA,NA,69,2631.58,NA,NA,NA,LOS ANGELES,037
91308,WEST HILLS,CA,06,34.2012,-118.5975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,LOS ANGELES,037
91310,CASTAIC,CA,06,34.4864,-118.5786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,LOS ANGELES,037
91311,CHATSWORTH,CA,06,34.286824,-118.59588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,4489.77,NA,5000,60,LOS ANGELES,037
91316,ENCINO,CA,06,34.162104,-118.516442,5958.25,500,NA,NA,NA,500,19200,NA,NA,225,NA,500,1500,585.15,8853.02,NA,NA,NA,LOS ANGELES,037
91320,NEWBURY PARK,CA,06,34.142458,-118.976227,NA,NA,250,1000,NA,NA,7175,NA,NA,NA,NA,418.55,NA,859,9700.09,500,NA,NA,VENTURA,111
91321,NEWHALL,CA,06,34.360423,-118.462416,NA,NA,NA,NA,NA,NA,2125,NA,NA,NA,NA,NA,NA,982,2762.4,NA,NA,NA,LOS ANGELES,037
91322,NEWHALL,CA,06,34.3849,-118.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,LOS ANGELES,037
91324,NORTHRIDGE,CA,06,34.238806,-118.55348,NA,306.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,3151.42,NA,NA,NA,LOS ANGELES,037
91325,NORTHRIDGE,CA,06,34.233017,-118.519216,NA,500,NA,NA,NA,NA,3800,NA,NA,NA,NA,NA,NA,221,3740.01,NA,517,NA,LOS ANGELES,037
91326,PORTER RANCH,CA,06,34.280752,-118.557341,NA,NA,NA,253,NA,NA,2125,NA,NA,NA,NA,265,NA,NA,5583.88,NA,NA,50,LOS ANGELES,037
91327,NORTHRIDGE,CA,06,34.2284,-118.5356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,NA,NA,NA,LOS ANGELES,037
91331,PACOIMA,CA,06,34.256679,-118.418553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400.5,NA,NA,NA,LOS ANGELES,037
91335,RESEDA,CA,06,34.200664,-118.540392,250,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,5620.65,NA,256.79,NA,LOS ANGELES,037
91340,SAN FERNANDO,CA,06,34.287208,-118.433342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490.06,NA,NA,NA,LOS ANGELES,037
91342,SYLMAR,CA,06,34.350182,-118.302561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,2007.75,NA,NA,NA,LOS ANGELES,037
91343,NORTH HILLS,CA,06,34.239061,-118.477183,500,NA,227.9,NA,2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.92,NA,NA,500,LOS ANGELES,037
91344,GRANADA HILLS,CA,06,34.293952,-118.507635,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,842,1229.26,500,NA,NA,LOS ANGELES,037
91345,MISSION HILLS,CA,06,34.27177,-118.457351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,32,NA,NA,NA,LOS ANGELES,037
91350,SANTA CLARITA,CA,06,34.424243,-118.507344,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,99,4095.45,NA,NA,NA,LOS ANGELES,037
91351,CANYON COUNTRY,CA,06,34.433792,-118.462336,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,1019.12,NA,NA,20,LOS ANGELES,037
91352,SUN VALLEY,CA,06,34.231612,-118.344504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,3812.16,NA,NA,NA,LOS ANGELES,037
91354,VALENCIA,CA,06,34.452371,-118.553192,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.98,NA,NA,NA,162,385.33,NA,NA,NA,LOS ANGELES,037
91355,VALENCIA,CA,06,34.420919,-118.606354,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9916.58,NA,NA,120,LOS ANGELES,037
91356,TARZANA,CA,06,34.155006,-118.546246,NA,NA,NA,NA,NA,NA,11681.09,NA,NA,250,NA,NA,NA,7350,5264.48,NA,NA,NA,LOS ANGELES,037
91359,WESTLAKE VILLAGE,CA,06,34.1707,-118.8364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2758.9,NA,NA,NA,VENTURA,111
91360,THOUSAND OAKS,CA,06,34.213406,-118.88138,NA,NA,NA,NA,NA,NA,500,NA,284.8,NA,NA,NA,NA,814.6,6727.68,NA,NA,NA,VENTURA,111
91361,WESTLAKE VILLAGE,CA,06,34.149552,-118.878212,4700,NA,NA,2700,4000,250,3800,250,NA,NA,NA,NA,NA,750,17545.51,NA,NA,NA,VENTURA,111
91362,THOUSAND OAKS,CA,06,34.196318,-118.819288,2800,250,NA,6200,NA,NA,3700,NA,NA,1751,NA,265,NA,375,12354.49,250,1000,NA,VENTURA,111
91364,WOODLAND HILLS,CA,06,34.154169,-118.59944,1500,NA,NA,NA,1000,NA,2950,NA,NA,NA,NA,NA,NA,154,17337.25,NA,NA,NA,LOS ANGELES,037
91365,WOODLAND HILLS,CA,06,34.1684,-118.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,LOS ANGELES,037
91367,WOODLAND HILLS,CA,06,34.174899,-118.615271,1250,1950,250,NA,NA,2800,4572.27,NA,NA,1000,NA,NA,2800,350,3468.36,NA,NA,NA,LOS ANGELES,037
91372,CALABASAS,CA,06,34.1575,-118.6375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.01,NA,NA,NA,LOS ANGELES,037
91376,AGOURA HILLS,CA,06,34.1232,-118.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,155.5,NA,NA,NA,LOS ANGELES,037
91377,OAK PARK,CA,06,34.18816,-118.764801,NA,NA,NA,520.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2624.9,4767.37,NA,NA,NA,VENTURA,111
91380,SANTA CLARITA,CA,06,34.4194,-118.5558,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,487.5,NA,NA,NA,LOS ANGELES,037
91381,STEVENSON RANCH,CA,06,34.37075,-118.616305,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,11011.13,NA,220,NA,LOS ANGELES,037
91384,CASTAIC,CA,06,34.530652,-118.63399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,909.17,NA,NA,NA,LOS ANGELES,037
91386,CANYON COUNTRY,CA,06,34.42,-118.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.5,NA,NA,NA,LOS ANGELES,037
91387,CANYON COUNTRY,CA,06,34.424742,-118.410016,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,9192.75,NA,NA,100,LOS ANGELES,037
91390,SANTA CLARITA,CA,06,34.536249,-118.401606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277.77,NA,NA,NA,LOS ANGELES,037
91393,NORTH HILLS,CA,06,34.1618,-118.2817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,LOS ANGELES,037
91401,VAN NUYS,CA,06,34.179408,-118.430728,NA,500,NA,NA,NA,NA,12004.12,NA,NA,1500,NA,NA,NA,343,2027,250,NA,NA,LOS ANGELES,037
91402,PANORAMA CITY,CA,06,34.228828,-118.444434,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,168,1700.32,NA,NA,NA,LOS ANGELES,037
91403,SHERMAN OAKS,CA,06,34.145572,-118.466216,1743.78,2250,NA,NA,250,3300,21385,NA,NA,NA,800,750,NA,728.9,2199.67,NA,1000,NA,LOS ANGELES,037
91405,VAN NUYS,CA,06,34.202678,-118.444487,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,2051,500,NA,NA,LOS ANGELES,037
91406,VAN NUYS,CA,06,34.196092,-118.492367,NA,337.99,NA,NA,NA,NA,450,NA,NA,NA,NA,570.4,NA,675.54,3632.7799999999997,NA,NA,NA,LOS ANGELES,037
91409,VAN NUYS,CA,06,34.1869,-118.4484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1464,NA,NA,NA,LOS ANGELES,037
91411,VAN NUYS,CA,06,34.177776,-118.461448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.32,NA,NA,500,LOS ANGELES,037
91413,SHERMAN OAKS,CA,06,34.1511,-118.4485,500,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235.4,NA,NA,NA,LOS ANGELES,037
91423,SHERMAN OAKS,CA,06,34.146527,-118.431076,2010,500,NA,NA,NA,3700,31550,NA,NA,750,NA,1970,NA,831,4326.83,1287,NA,270.2,LOS ANGELES,037
91436,ENCINO,CA,06,34.153648,-118.497744,5368.25,5050,NA,NA,NA,4400,61100,250,250,1250,NA,1500,250,4077,4669.25,NA,5550,3500,LOS ANGELES,037
91501,BURBANK,CA,06,34.199478,-118.3044,NA,925.1,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,169,1293.01,250,2746,NA,LOS ANGELES,037
91502,BURBANK,CA,06,34.177273,-118.309626,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,1000,780,5833.18,NA,NA,NA,LOS ANGELES,037
91504,BURBANK,CA,06,34.203148,-118.326586,NA,NA,NA,NA,300,NA,1455.92,NA,NA,NA,NA,892.19,NA,NA,2530.6,NA,NA,250,LOS ANGELES,037
91505,BURBANK,CA,06,34.178106,-118.347839,1350,NA,NA,NA,NA,5500,7150,NA,NA,NA,NA,250,NA,781,10348.24,NA,1300,5,LOS ANGELES,037
91506,BURBANK,CA,06,34.171524,-118.321512,NA,250,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1899.42,NA,NA,6,LOS ANGELES,037
91510,BURBANK,CA,06,34.1808,-118.3083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.33,NA,NA,NA,LOS ANGELES,037
91522,BURBANK,CA,06,34.148504,-118.336966,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOS ANGELES,037
91601,NORTH HOLLYWOOD,CA,06,34.168536,-118.369804,NA,NA,NA,NA,NA,NA,1109.02,NA,NA,NA,NA,NA,NA,1800,2103.06,NA,NA,NA,LOS ANGELES,037
91602,NORTH HOLLYWOOD,CA,06,34.149752,-118.366435,500,1620.34,NA,NA,NA,1000,20115.81,NA,250,NA,NA,2700,NA,250,7232.25,NA,NA,NA,LOS ANGELES,037
91604,STUDIO CITY,CA,06,34.139095,-118.391455,1000,4050,NA,NA,4100,6705,39250,NA,NA,500,NA,250,NA,2224,4886.11,1142.3,3450,1300,LOS ANGELES,037
91605,NORTH HOLLYWOOD,CA,06,34.208154,-118.394128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,996,NA,NA,5,LOS ANGELES,037
91606,NORTH HOLLYWOOD,CA,06,34.186684,-118.390718,NA,NA,NA,NA,NA,NA,563.33,NA,NA,NA,NA,NA,NA,97,744.25,NA,NA,NA,LOS ANGELES,037
91607,VALLEY VILLAGE,CA,06,34.164895,-118.4009,NA,600,NA,NA,NA,NA,10452,NA,NA,NA,NA,300,NA,904,2077.3,577.53,NA,NA,LOS ANGELES,037
91608,UNIVERSAL CITY,CA,06,34.137606,-118.353032,NA,NA,NA,NA,NA,NA,9150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOS ANGELES,037
91614,STUDIO CITY,CA,06,34.1722,-118.3782,NA,NA,NA,NA,NA,NA,5600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOS ANGELES,037
91615,NORTH HOLLYWOOD,CA,06,34.1722,-118.3782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,28,NA,NA,NA,LOS ANGELES,037
91701,RANCHO CUCAMONGA,CA,06,34.146419,-117.591137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6242.02,NA,NA,NA,SAN BERNARDINO,071
91702,AZUSA,CA,06,34.138099,-117.912193,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1000.48,NA,NA,NA,LOS ANGELES,037
91706,BALDWIN PARK,CA,06,34.096564,-117.966695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,6489.91,NA,NA,NA,LOS ANGELES,037
91708,CHINO,CA,06,33.953884,-117.647655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,2085,NA,NA,NA,SAN BERNARDINO,071
91709,CHINO HILLS,CA,06,33.947373,-117.72888,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,822,29590.1,NA,NA,NA,SAN BERNARDINO,071
